"record_status","archive_id","archive_sha256","basin_id","field_id","dependence_family_id","T1a_status","T1a_reason","T1b_status","T1b_reason","semantic_status","semantic_reason","T2_qualified","qualified_date","scorable_status_T3","scorable_reason","valid_MD_coverage","valid_scoring_points","valid_segments","primary_field_eligible","exclusion_reason_code","notes"
"ACTIVE","T0_PERTH_004","a59cbb8c7ad65445e418ab1198a1c9dc8e68e48f44af9d5b30c272a0e4ae948d","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00636353.zip; T1a0 member_count=1572; all5_candidate_tokens=false"
"ACTIVE","T0_PERTH_005","a16de2c79a9c1edc1767d724f05aed5e1a67042d0ba425d1b182a11412630166","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00705480.zip; T1a0 member_count=36; all5_candidate_tokens=true"
"ACTIVE","T0_PERTH_006","539751ec3e6209351c2950c386d33586fdab88e782f44df0590448d071c5e936","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00705481.zip; T1a0 member_count=772; all5_candidate_tokens=false"
"ACTIVE","T0_BROWSE_001","09cc5c35142c817b3a77f70a8efb64fa71ea23628eb440132ec2d62a6114e144","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00013871.zip; T1a0 member_count=117; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_002","b16329fea1d82e0b32f7fa9a8e29eeda0d02928440c3d1917eca0eb72e3569b9","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00017173.zip; T1a0 member_count=143; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_003","939fa7328f0e92213e5060022bfa0f8efa62a467c8400eaebb8d551a909f9286","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00017375.zip; T1a0 member_count=79; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_004","530bb823023a8b3877d9b35085429c8315d6c780c0ef7e7effb17fb290935fad","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: D00017377.zip; T1a0 member_count=201; all5_candidate_tokens=false"
"ACTIVE","T0_BROWSE_005","1770720c03451abeaf5f7eac58829dd27b860e3e5265d35c695ad4fb6470b919","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00632055.zip; T1a0 member_count=132; all5_candidate_tokens=false"
"ACTIVE","T0_BROWSE_006","62cd664fbb1f33b6850555a4bd3752bc6f92cfdca83400110b7faf7be6bc48ed","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00636846.zip; T1a0 member_count=315; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_007","1f1db9a648fb3d4c55044062a1aa01624571e9257ddfb23c97c2341da6d9acab","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00696675.zip; T1a0 member_count=100; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_008","4915409d95cdfafa65c609f924f0601d9c5229b78bbc63af13669b91c6668f40","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00712768.zip; T1a0 member_count=54; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_009","587682577bffe5f1f7b0d8b80b9cff9d84d3bad302ea818d5097ba7c1df3be65","PENDING_T1A","PENDING_T1A","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","Candidate identities and conservative dependence components generated from frozen header/path evidence; final review pending","NOT_STARTED","","NOT_STARTED","","NOT_ASSESSED","","NOT_UNLOCKED","","","","","NOT_ASSESSED","","T0 relative path: P00712770.zip; T1a0 member_count=293; all5_candidate_tokens=false"
