"record_status","archive_id","archive_sha256","provider","basin_id","basin_name","field_id","field_name","well_id","well_name","wellbore_id","wellbore_name","branch_id","dependence_family_id","platform_id","campaign_id","identity_evidence","dependence_evidence","qualification_status","exclusion_reason_code","candidate_archive_identity_status","candidate_well_values","candidate_field_status","candidate_field_values","candidate_unit_ids","candidate_dependence_family_ids","principal_review_status","notes"
"ACTIVE","T0_NORTHERN_CARNARVON_001","80a44ca1c15c695a1e228280a7bb1289dafe3ab955a3521ceb5f33532d58f11d","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Test","SINGLE_HEADER_FIELD_CANDIDATE","Test","UNITCAND_0038","FAMILYCAND_0027","TO_BE_REVIEWED","T0 relative path: D00018890.zip; T1a0 member_count=85; no entry stream opened; T1a1 safe_pass_members=1; all5_candidate_tokens=false"
"ACTIVE","T0_NORTHERN_CARNARVON_002","f0f269a0ee95c5318fd40e714ac067c35f48ca3bc20241d06573e57cb1151818","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Achernar-1","SINGLE_HEADER_FIELD_CANDIDATE","WA-28-P","UNITCAND_0039","FAMILYCAND_0028","TO_BE_REVIEWED","T0 relative path: D00018891.zip; T1a0 member_count=78; no entry stream opened; T1a1 safe_pass_members=16; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_003","e85dbac51e30e4f3df9c2acbc75e650c7a151c247584b44bbec4745ad640e291","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Corvus-2","SINGLE_HEADER_FIELD_CANDIDATE","Corvus","UNITCAND_0040","FAMILYCAND_0029","TO_BE_REVIEWED","T0 relative path: D00019153.zip; T1a0 member_count=43; no entry stream opened; T1a1 safe_pass_members=10; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_004","3f93a67d9ef03a3773646ae3584e72128fbea7677fe490577b2a6d72254d4d19","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Corvus-2","SINGLE_HEADER_FIELD_CANDIDATE","Corvus","UNITCAND_0041","FAMILYCAND_0029","TO_BE_REVIEWED","T0 relative path: D00019154.zip; T1a0 member_count=61; no entry stream opened; T1a1 safe_pass_members=42; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_005","cf482bfa372205adcc4cdf135c79f766253faa0dd568de930b0f21679f173130","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","JZI-3C","SINGLE_HEADER_FIELD_CANDIDATE","Jansz-Io","UNITCAND_0042","FAMILYCAND_0030","TO_BE_REVIEWED","T0 relative path: D00019656.zip; T1a0 member_count=44; no entry stream opened; T1a1 safe_pass_members=9; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_006","74368f1fdf9d4abd885baa113084648db0c5fe2bddbde7fe4cbce01bbebdda34","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","PATH_ONLY_REVIEW_REQUIRED","","NO_HEADER_FIELD_CANDIDATE","","UNITCAND_0043","FAMILYCAND_0031","TO_BE_REVIEWED","T0 relative path: D00019657.zip; T1a0 member_count=94; no entry stream opened; T1a1 safe_pass_members=46; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_007","783ed8a857a6665dced8fffeda841c4a4b4c654b36628410107edbd7db98bef4","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","GOR-4C","SINGLE_HEADER_FIELD_CANDIDATE","GORGON STAGE 2","UNITCAND_0044","FAMILYCAND_0032","TO_BE_REVIEWED","T0 relative path: D00019764.zip; T1a0 member_count=126; no entry stream opened; T1a1 safe_pass_members=60; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_008","ce6ce4b8f7eafe0d0a85c9aa1dc0920d3a1aaad69f00e534a35dca226d912324","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","GOR-4C","SINGLE_HEADER_FIELD_CANDIDATE","Gorgon","UNITCAND_0045","FAMILYCAND_0032","TO_BE_REVIEWED","T0 relative path: D00019765.zip; T1a0 member_count=91; no entry stream opened; T1a1 safe_pass_members=12; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_009","a9878259481bf1c9335f15648f9362a816244709ae11750f102e7ee0a21e67c0","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","GOR-1B","SINGLE_HEADER_FIELD_CANDIDATE","Gorgon","UNITCAND_0046","FAMILYCAND_0033","TO_BE_REVIEWED","T0 relative path: D00019938.zip; T1a0 member_count=66; no entry stream opened; T1a1 safe_pass_members=11; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_010","fa16f3e35f132344355728a14dc226e500f5df2fdd41a61940e153048e90932b","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","MULTIPLE_HEADER_WELL_CANDIDATES","GOR-1A | GORGON1A","SINGLE_HEADER_FIELD_CANDIDATE","GORGON STAGE 2","UNITCAND_0047|UNITCAND_0048","FAMILYCAND_0034|FAMILYCAND_0035","TO_BE_REVIEWED","T0 relative path: D00019949.zip; T1a0 member_count=95; no entry stream opened; T1a1 safe_pass_members=39; all5_candidate_tokens=true"
"ACTIVE","T0_NORTHERN_CARNARVON_011","cb5b5dd04e5169aeea088c42b9daedc2589ec1daa41e673f38034a466b743abd","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Northern Carnarvon","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","GOR-1A","SINGLE_HEADER_FIELD_CANDIDATE","Gorgon","UNITCAND_0049","FAMILYCAND_0034","TO_BE_REVIEWED","T0 relative path: D00019950.zip; T1a0 member_count=44; no entry stream opened; T1a1 safe_pass_members=8; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_001","4c58fcb46bac4ea6edaa359241f30cb68f9fd5328738f43644e3a8159c515a21","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Ironstone-1","SINGLE_HEADER_FIELD_CANDIDATE","Ironstone","UNITCAND_0001","FAMILYCAND_0001","TO_BE_REVIEWED","T0 relative path: D00013479.zip; T1a0 member_count=117; no entry stream opened; T1a1 safe_pass_members=9; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_002","42fec98d9c10a2d718a419cef77cea243bdea59ad5c2d6fb8ee25b1beeaad147","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Barossa-2","SINGLE_HEADER_FIELD_CANDIDATE","Barossa","UNITCAND_0002","FAMILYCAND_0002","TO_BE_REVIEWED","T0 relative path: D00017388.zip; T1a0 member_count=142; no entry stream opened; T1a1 safe_pass_members=3; all5_candidate_tokens=false"
"ACTIVE","T0_BONAPARTE_003","ee8a77462c13fe40c260d0bf1550751b9144afe9e4619a6c0b4ccd8a87434757","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","PATH_ONLY_REVIEW_REQUIRED","","NO_HEADER_FIELD_CANDIDATE","","UNITCAND_0003","FAMILYCAND_0003","TO_BE_REVIEWED","T0 relative path: D00017389.zip; T1a0 member_count=222; no entry stream opened; T1a1 safe_pass_members=0; all5_candidate_tokens=false"
"ACTIVE","T0_BONAPARTE_004","166388338bb31940d47b7d28923f3a49a588453113ba1c65c833a6be44795029","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Barossa-5","SINGLE_HEADER_FIELD_CANDIDATE","Barossa","UNITCAND_0004","FAMILYCAND_0004","TO_BE_REVIEWED","T0 relative path: D00018000.zip; T1a0 member_count=32; no entry stream opened; T1a1 safe_pass_members=5; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_005","f0ceff0e26f7fcb64984993c94f89a728f06c6a9250cc9edb4f38e2e07f82c75","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","BAROSSA-5","SINGLE_HEADER_FIELD_CANDIDATE","NTRL5","UNITCAND_0005","FAMILYCAND_0004","TO_BE_REVIEWED","T0 relative path: D00018002.zip; T1a0 member_count=123; no entry stream opened; T1a1 safe_pass_members=28; all5_candidate_tokens=false"
"ACTIVE","T0_BONAPARTE_006","6aeb4b3130d6e4c6f9c8def4e58c1f8b0eeb4c602913cf2d3187c9fe6c97190f","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","PATH_ONLY_REVIEW_REQUIRED","","NO_HEADER_FIELD_CANDIDATE","","UNITCAND_0006","FAMILYCAND_0005","TO_BE_REVIEWED","T0 relative path: D00020041.zip; T1a0 member_count=357; no entry stream opened; T1a1 safe_pass_members=85; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_007","7ca9fd150e9a187cb32e78121b73745fa2253233e6cc7c99eb22776158857cba","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","MULTIPLE_HEADER_WELL_CANDIDATES","Montara H6 | Montara-H6 ST1 | Montara H6 ST1","SINGLE_HEADER_FIELD_CANDIDATE","Montara Platform","UNITCAND_0007|UNITCAND_0008","FAMILYCAND_0006","TO_BE_REVIEWED","T0 relative path: D00020042.zip; T1a0 member_count=87; no entry stream opened; T1a1 safe_pass_members=27; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_008","55ddae4b56c367a6170f9e39a2561d1a2e2a4fd4b1ef582d891447b702b33fd4","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Blacktip-P3","SINGLE_HEADER_FIELD_CANDIDATE","Blacktip","UNITCAND_0009","FAMILYCAND_0007","TO_BE_REVIEWED","T0 relative path: D00021232.zip; T1a0 member_count=132; no entry stream opened; T1a1 safe_pass_members=53; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_009","0b5f280cfe9c094c8a0d29ea97f3d79d47e43e2010daace714aa9a84bbad1efc","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Blacktip-P3","SINGLE_HEADER_FIELD_CANDIDATE","Blacktip","UNITCAND_0010","FAMILYCAND_0007","TO_BE_REVIEWED","T0 relative path: D00021233.zip; T1a0 member_count=53; no entry stream opened; T1a1 safe_pass_members=17; all5_candidate_tokens=true"
"ACTIVE","T0_BONAPARTE_010","f066b238b886826336808a6e71903f87d6c5954c94e8daab5b51d550c33c2b58","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Bonaparte","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Kingtree-1","MULTIPLE_HEADER_FIELD_CANDIDATES","Exploration | Kingtree","UNITCAND_0011","FAMILYCAND_0008","TO_BE_REVIEWED","T0 relative path: P00695523.zip; T1a0 member_count=73; no entry stream opened; T1a1 safe_pass_members=9; all5_candidate_tokens=false"
"ACTIVE","T0_PERTH_001","df955bcdf4085937f9c66334a2788df3d487aca9f1d5fdc3d2dacce154287ba9","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Perth","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","MULTIPLE_HEADER_WELL_CANDIDATES","Morangie-1 | Morangie-1 ST1","MULTIPLE_HEADER_FIELD_CANDIDATES","Exploration | WA-226-P","UNITCAND_0062|UNITCAND_0063","FAMILYCAND_0046","TO_BE_REVIEWED","T0 relative path: D00011017.zip; T1a0 member_count=123; no entry stream opened; T1a1 safe_pass_members=32; all5_candidate_tokens=false"
"ACTIVE","T0_PERTH_002","ea83f3dc91d2955122baa08d53c32fbe3e25db88dfa993389e82fe618976dfce","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Perth","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Hadda-1","SINGLE_HEADER_FIELD_CANDIDATE","WA-325-P","UNITCAND_0064","FAMILYCAND_0047","TO_BE_REVIEWED","T0 relative path: P00562962.zip; T1a0 member_count=13; no entry stream opened; T1a1 safe_pass_members=1; all5_candidate_tokens=false"
"ACTIVE","T0_PERTH_003","985b4a410a98447fda459e8e42360fb17d9b2c8038003db5ee24f0bc3871d320","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Perth","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Hadda-1","SINGLE_HEADER_FIELD_CANDIDATE","Exploration","UNITCAND_0065","FAMILYCAND_0047","TO_BE_REVIEWED","T0 relative path: P00563008.zip; T1a0 member_count=8; no entry stream opened; T1a1 safe_pass_members=3; all5_candidate_tokens=false"
