training_bundle_row,dependence_unit,_row_id
7495,F-14,55260
7496,F-14,55265
7497,F-14,55280
7498,F-14,55296
7499,F-14,55313
7500,F-14,55318
7501,F-14,55329
7502,F-14,55335
7503,F-14,55357
7504,F-14,55361
7505,F-14,55365
7506,F-14,55382
7507,F-14,55392
7508,F-14,55394
7509,F-14,55399
7510,F-14,55404
7511,F-14,55419
7512,F-14,55440
7513,F-14,55442
7514,F-14,55455
7515,F-14,55471
7516,F-14,55517
7517,F-14,55528
7518,F-14,55533
7519,F-14,55562
7520,F-14,55567
7521,F-14,55576
7522,F-14,55582
7523,F-14,55590
7524,F-14,55644
7525,F-14,55661
7526,F-14,55670
7527,F-14,55676
7528,F-14,55692
7529,F-14,55699
7530,F-14,55702
7531,F-14,55706
7532,F-14,55726
7533,F-14,55727
7534,F-14,55734
7535,F-14,55741
7536,F-14,55747
7537,F-14,55750
7538,F-14,55751
7539,F-14,55759
7540,F-14,55769
7541,F-14,55797
7542,F-14,55835
7543,F-14,55845
7544,F-14,55862
7545,F-14,55866
7546,F-14,55875
7547,F-14,55877
7548,F-14,55878
7549,F-14,55933
7550,F-14,55942
7551,F-14,55953
7552,F-14,55954
7553,F-14,55988
7554,F-14,55992
7555,F-14,55993
7556,F-14,56031
7557,F-14,56038
7558,F-14,56070
7559,F-14,56101
7560,F-14,56114
7561,F-14,56140
7562,F-14,56145
7563,F-14,56146
7564,F-14,56155
7565,F-14,56174
7566,F-14,56214
7567,F-14,56239
7568,F-14,56240
7569,F-14,56241
7570,F-14,56256
7571,F-14,56269
7572,F-14,56280
7573,F-14,56289
7574,F-14,56316
7575,F-14,56336
7576,F-14,56344
7577,F-14,56349
7578,F-14,56354
7579,F-14,56369
7580,F-14,56378
7581,F-14,56383
7582,F-14,56397
7583,F-14,56413
7584,F-14,56420
7585,F-14,56423
7586,F-14,56425
7587,F-14,56434
7588,F-14,56457
7589,F-14,56475
7590,F-14,56478
7591,F-14,56488
7592,F-14,56493
7593,F-14,56494
7594,F-14,56503
7595,F-14,56505
7596,F-14,56516
7597,F-14,56523
7598,F-14,56529
7599,F-14,56547
7600,F-14,56550
7601,F-14,56551
7602,F-14,56561
7603,F-14,56571
7604,F-14,56600
7605,F-14,56604
7606,F-14,56607
7607,F-14,56621
7608,F-14,56634
7609,F-14,56645
7610,F-14,56657
7611,F-14,56662
7612,F-14,56676
7613,F-14,56681
7614,F-14,56684
7615,F-14,56728
7616,F-14,56742
7617,F-14,56744
7618,F-14,56771
7619,F-14,56785
7620,F-14,56832
7621,F-14,56841
7622,F-14,56849
7623,F-14,56852
7624,F-14,56877
7625,F-14,56887
7626,F-14,56891
7627,F-14,56896
7628,F-14,56900
7629,F-14,56917
7630,F-14,56933
7631,F-14,56937
7632,F-14,56946
7633,F-14,56975
7634,F-14,57000
7635,F-14,57042
7636,F-14,57056
7637,F-14,57065
7638,F-14,57071
7639,F-14,57086
7640,F-14,57094
7641,F-14,57101
7642,F-14,57115
7643,F-14,57163
7644,F-14,57176
7645,F-14,57203
7646,F-14,57227
7647,F-14,57229
7648,F-14,57231
7649,F-14,57236
7650,F-14,57237
7651,F-14,57238
7652,F-14,57240
7653,F-14,57246
7654,F-14,57247
7655,F-14,57249
7656,F-14,57255
7657,F-14,57268
7658,F-14,57272
7659,F-14,57276
7660,F-14,57278
7661,F-14,57279
7662,F-14,57280
7663,F-14,57293
7664,F-14,57305
7665,F-14,57329
7666,F-14,57334
7667,F-14,57342
7668,F-14,57347
7669,F-14,57375
7670,F-14,57395
7671,F-14,57408
7672,F-14,57425
7673,F-14,57428
7674,F-14,57436
7675,F-14,57440
7676,F-14,57452
7677,F-14,57465
7678,F-14,57475
7679,F-14,57484
7680,F-14,57521
7681,F-14,57552
7682,F-14,57569
7683,F-14,57598
7684,F-14,57609
7685,F-14,57618
7686,F-14,57619
7687,F-14,57643
7688,F-14,57657
7689,F-14,57660
7690,F-14,57677
7691,F-14,57681
7692,F-14,57687
7693,F-14,57706
7694,F-14,57731
7695,F-14,57732
7696,F-14,57748
7697,F-14,57754
7698,F-14,57759
7699,F-14,57761
7700,F-14,57780
7701,F-14,57816
7702,F-14,57825
7703,F-14,57826
7704,F-14,57844
7705,F-14,57847
7706,F-14,57849
7707,F-14,57919
7708,F-14,57933
7709,F-14,57940
7710,F-14,57956
7711,F-14,57965
7712,F-14,57977
7713,F-14,57979
7714,F-14,57981
7715,F-14,57983
7716,F-14,57993
7717,F-14,58003
7718,F-14,58019
7719,F-14,58025
7720,F-14,58043
7721,F-14,58095
7722,F-14,58109
7723,F-14,58118
7724,F-14,58120
7725,F-14,58122
7726,F-14,58124
7727,F-14,58125
7728,F-14,58133
7729,F-14,58167
7730,F-14,58194
7731,F-14,58202
7732,F-14,58235
7733,F-14,58239
7734,F-14,58259
7735,F-14,58269
7736,F-14,58271
7737,F-14,58314
7738,F-14,58325
7739,F-14,58329
7740,F-14,58331
7741,F-14,58337
7742,F-14,58346
7743,F-14,58348
7744,F-14,58350
7745,F-14,58371
7746,F-14,58392
7747,F-14,58394
7748,F-14,58400
7749,F-14,58401
7750,F-14,58406
7751,F-14,58436
7752,F-14,58442
7753,F-14,58473
7754,F-14,58503
7755,F-14,58513
7756,F-14,58533
7757,F-14,58550
7758,F-14,58572
7759,F-14,58580
7760,F-14,58597
7761,F-14,58606
7762,F-14,58612
7763,F-14,58615
7764,F-14,58616
7765,F-14,58642
7766,F-14,58649
7767,F-14,58654
7768,F-14,58680
7769,F-14,58699
7770,F-14,58709
7771,F-14,58715
7772,F-14,58734
7773,F-14,58735
7774,F-14,58744
7775,F-14,58750
7776,F-14,58786
7777,F-14,58796
7778,F-14,58808
7779,F-14,58829
7780,F-14,58846
7781,F-14,58850
7782,F-14,58854
7783,F-14,58856
7784,F-14,58861
7785,F-14,58873
7786,F-14,58890
7787,F-14,58894
7788,F-14,58902
7789,F-14,58916
7790,F-14,58928
7791,F-14,58962
7792,F-14,58996
7793,F-14,59023
7794,F-14,59042
7795,F-14,59049
7796,F-14,59052
7797,F-14,59075
7798,F-14,59076
7799,F-14,59096
7800,F-14,59098
7801,F-14,59107
7802,F-14,59108
7803,F-14,59111
7804,F-14,59129
7805,F-14,59145
7806,F-14,59153
7807,F-14,59189
7808,F-14,59190
7809,F-14,59202
7810,F-14,59203
7811,F-14,59211
7812,F-14,59212
7813,F-14,59222
7814,F-14,59238
7815,F-14,59242
7816,F-14,59249
7817,F-14,59294
7818,F-14,59344
7819,F-14,59346
7820,F-14,59351
7821,F-14,59367
7822,F-14,59374
7823,F-14,59378
7824,F-14,59416
7825,F-14,59432
7826,F-14,59464
7827,F-14,59467
7828,F-14,59480
7829,F-14,59486
7830,F-14,59487
7831,F-14,59489
7832,F-14,59490
7833,F-14,59493
7834,F-14,59497
7835,F-14,59502
7836,F-14,59517
7837,F-14,59540
7838,F-14,59546
7839,F-14,59569
7840,F-14,59590
7841,F-14,59634
7842,F-14,59646
7843,F-14,59651
7844,F-14,59672
7845,F-14,59689
7846,F-14,59691
7847,F-14,59700
7848,F-14,59716
7849,F-14,59721
7850,F-14,59727
7851,F-14,59728
7852,F-14,59739
7853,F-14,59753
7854,F-14,59765
7855,F-14,59769
7856,F-14,59771
7857,F-14,59797
7858,F-14,59802
7859,F-14,59833
7860,F-14,59837
7861,F-14,59838
7862,F-14,59843
7863,F-14,59865
7864,F-14,59872
7865,F-14,59878
7866,F-14,59881
7867,F-14,59894
7868,F-14,59900
7869,F-14,59913
7870,F-14,59914
7871,F-14,59952
7872,F-14,59961
7873,F-14,59969
7874,F-14,59974
7875,F-14,59984
7876,F-14,59995
7877,F-14,59998
7878,F-14,60002
7879,F-14,60003
7880,F-14,60006
7881,F-14,60039
7882,F-14,60046
7883,F-14,60058
7884,F-14,60062
7885,F-14,60070
7886,F-14,60123
7887,F-14,60142
7888,F-14,60151
7889,F-14,60168
7890,F-14,60170
7891,F-14,60189
7892,F-14,60201
7893,F-14,60202
7894,F-14,60204
7895,F-14,60215
7896,F-14,60219
7897,F-14,60264
7898,F-14,60291
7899,F-14,60338
7900,F-14,60365
7901,F-14,60366
7902,F-14,60375
7903,F-14,60378
7904,F-14,60381
7905,F-14,60395
7906,F-14,60401
7907,F-14,60404
7908,F-14,60414
7909,F-14,60433
7910,F-14,60474
7911,F-14,60482
7912,F-14,60499
7913,F-14,60502
7914,F-14,60504
7915,F-14,60524
7916,F-14,60540
7917,F-14,60547
7918,F-14,60553
7919,F-14,60555
7920,F-14,60588
7921,F-14,60593
7922,F-14,60595
7923,F-14,60609
7924,F-14,60611
7925,F-14,60632
7926,F-14,60660
7927,F-14,60671
7928,F-14,60680
7929,F-14,60702
7930,F-14,60705
7931,F-14,60716
7932,F-14,60719
7933,F-14,60720
7934,F-14,60726
7935,F-14,60727
7936,F-14,60732
7937,F-14,60747
7938,F-14,60757
7939,F-14,60759
7940,F-14,60769
7941,F-14,60784
7942,F-14,60789
7943,F-14,60811
7944,F-14,60815
7945,F-14,60831
7946,F-14,60836
7947,F-14,60871
7948,F-14,60872
7949,F-14,60882
7950,F-14,60886
7951,F-14,60897
7952,F-14,60911
7953,F-14,60934
7954,F-14,60942
7955,F-14,60944
7956,F-14,60955
7957,F-14,60978
7958,F-14,60996
7959,F-14,60997
7960,F-14,60998
7961,F-14,61000
7962,F-14,61005
7963,F-14,61016
7964,F-14,61021
7965,F-14,61024
7966,F-14,61032
7967,F-14,61046
7968,F-14,61055
7969,F-14,61067
7970,F-14,61072
7971,F-14,61073
7972,F-14,61081
7973,F-14,61096
7974,F-14,61097
7975,F-14,61118
7976,F-14,61119
7977,F-14,61131
7978,F-14,61134
7979,F-14,61140
7980,F-14,61167
7981,F-14,61169
7982,F-14,61176
7983,F-14,61181
7984,F-14,61186
7985,F-14,61196
7986,F-14,61200
7987,F-14,61203
7988,F-14,61210
7989,F-14,61212
7990,F-14,61220
7991,F-14,61266
7992,F-14,61282
7993,F-14,61283
7994,F-14,61293
7995,F-14,61299
7996,F-14,61300
7997,F-14,61321
7998,F-14,61323
7999,F-14,61367
8000,F-5,61406
8001,F-5,61409
8002,F-5,61416
8003,F-5,61423
8004,F-5,61438
8005,F-5,61446
8006,F-5,61447
8007,F-5,61451
8008,F-5,61455
8009,F-5,61459
8010,F-5,61463
8011,F-5,61467
8012,F-5,61477
8013,F-5,61480
8014,F-5,61485
8015,F-5,61508
8016,F-5,61509
8017,F-5,61514
8018,F-5,61516
8019,F-5,61519
8020,F-5,61520
8021,F-5,61523
8022,F-5,61524
8023,F-5,61529
8024,F-5,61531
8025,F-5,61532
8026,F-5,61536
8027,F-5,61540
8028,F-5,61545
8029,F-5,61555
8030,F-5,61561
8031,F-5,61562
8032,F-5,61565
8033,F-5,61569
8034,F-5,61570
8035,F-5,61571
8036,F-5,61574
8037,F-5,61581
8038,F-5,61585
8039,F-5,61594
8040,F-5,61596
8041,F-5,61601
8042,F-5,61606
8043,F-5,61610
8044,F-5,61613
8045,F-5,61628
8046,F-5,61630
8047,F-5,61634
8048,F-5,61638
8049,F-5,61643
8050,F-5,61644
8051,F-5,61649
8052,F-5,61656
8053,F-5,61660
8054,F-5,61661
8055,F-5,61662
8056,F-5,61665
8057,F-5,61675
8058,F-5,61690
8059,F-5,61691
8060,F-5,61701
8061,F-5,61703
8062,F-5,61712
8063,F-5,61713
8064,F-5,61715
8065,F-5,61716
8066,F-5,61728
8067,F-5,61738
8068,F-5,61740
8069,F-5,61744
8070,F-5,61746
8071,F-5,61748
8072,F-5,61766
8073,F-5,61771
8074,F-5,61775
8075,F-5,61778
8076,F-5,61784
8077,F-5,61789
8078,F-5,61793
8079,F-5,61794
8080,F-5,61795
8081,F-5,61800
8082,F-5,61803
8083,F-5,61810
8084,F-5,61818
8085,F-5,61820
8086,F-5,61821
8087,F-5,61824
8088,F-5,61839
8089,F-5,61844
8090,F-5,61850
8091,F-5,61857
8092,F-5,61858
8093,F-5,61861
8094,F-5,61862
8095,F-5,61874
8096,F-5,61875
8097,F-5,61879
8098,F-5,61886
8099,F-5,61892
8100,F-5,61893
8101,F-5,61894
8102,F-5,61895
8103,F-5,61900
8104,F-5,61904
8105,F-5,61906
8106,F-5,61908
8107,F-5,61909
8108,F-5,61919
8109,F-5,61929
8110,F-5,61937
8111,F-5,61938
8112,F-5,61946
8113,F-5,61949
8114,F-5,61950
8115,F-5,61952
8116,F-5,61953
8117,F-5,61960
8118,F-5,61962
8119,F-5,61965
8120,F-5,61971
8121,F-5,61972
8122,F-5,61980
8123,F-5,61982
8124,F-5,61984
8125,F-5,61989
8126,F-5,61992
8127,F-5,61993
8128,F-5,61994
8129,F-5,61998
8130,F-5,62000
8131,F-5,62003
8132,F-5,62009
8133,F-5,62013
8134,F-5,62017
8135,F-5,62018
8136,F-5,62019
8137,F-5,62021
8138,F-5,62023
8139,F-5,62026
8140,F-5,62030
8141,F-5,62031
8142,F-5,62040
8143,F-5,62048
8144,F-5,62050
8145,F-5,62052
8146,F-5,62055
8147,F-5,62063
8148,F-5,62064
8149,F-5,62067
8150,F-5,62069
8151,F-5,62072
8152,F-5,62078
8153,F-5,62088
8154,F-5,62094
8155,F-5,62104
8156,F-5,62106
8157,F-5,62114
8158,F-5,62116
8159,F-5,62118
8160,F-5,62131
8161,F-5,62136
8162,F-5,62144
8163,F-5,62156
8164,F-5,62166
8165,F-5,62170
8166,F-5,62175
8167,F-5,62187
8168,F-5,62192
8169,F-5,62197
8170,F-5,62199
8171,F-5,62201
8172,F-5,62207
8173,F-5,62214
8174,F-5,62218
8175,F-5,62220
8176,F-5,62222
8177,F-5,62224
8178,F-5,62226
8179,F-5,62228
8180,F-5,62231
8181,F-5,62233
8182,F-5,62240
8183,F-5,62242
8184,F-5,62244
8185,F-5,62245
8186,F-5,62246
8187,F-5,62256
8188,F-5,62257
8189,F-5,62260
8190,F-5,62261
8191,F-5,62262
8192,F-5,62265
8193,F-5,62268
8194,F-5,62278
8195,F-5,62279
8196,F-5,62286
8197,F-5,62288
8198,F-5,62292
8199,F-5,62295
8200,F-5,62303
8201,F-5,62315
8202,F-5,62316
8203,F-5,62318
8204,F-5,62319
8205,F-5,62321
8206,F-5,62325
8207,F-5,62338
8208,F-5,62340
8209,F-5,62342
8210,F-5,62343
8211,F-5,62346
8212,F-5,62356
8213,F-5,62357
8214,F-5,62361
8215,F-5,62362
8216,F-5,62364
8217,F-5,62366
8218,F-5,62378
8219,F-5,62379
8220,F-5,62385
8221,F-5,62392
8222,F-5,62393
8223,F-5,62397
8224,F-5,62406
8225,F-5,62413
8226,F-5,62414
8227,F-5,62419
8228,F-5,62420
8229,F-5,62426
8230,F-5,62428
8231,F-5,62460
8232,F-5,62461
8233,F-5,62463
8234,F-5,62477
8235,F-5,62487
8236,F-5,62490
8237,F-5,62497
8238,F-5,62502
8239,F-5,62504
8240,F-5,62510
8241,F-5,62512
8242,F-5,62520
8243,F-5,62521
8244,F-5,62522
8245,F-5,62524
8246,F-5,62527
8247,F-5,62540
8248,F-5,62542
8249,F-5,62543
8250,F-5,62544
8251,F-5,62548
8252,F-5,62552
8253,F-5,62553
8254,F-5,62560
8255,F-5,62561
8256,F-5,62575
8257,F-5,62576
8258,F-5,62595
8259,F-5,62598
8260,F-5,62600
8261,F-5,62608
8262,F-5,62610
8263,F-5,62611
8264,F-5,62612
8265,F-5,62615
8266,F-5,62621
8267,F-5,62628
8268,F-5,62633
8269,F-5,62636
8270,F-5,62637
8271,F-5,62649
8272,F-5,62654
8273,F-5,62655
8274,F-5,62660
8275,F-5,62668
8276,F-5,62671
8277,F-5,62676
8278,F-5,62678
8279,F-5,62686
8280,F-5,62698
8281,F-5,62704
8282,F-5,62706
8283,F-5,62710
8284,F-5,62722
8285,F-5,62726
8286,F-5,62732
8287,F-5,62734
8288,F-5,62738
8289,F-5,62742
8290,F-5,62750
8291,F-5,62754
8292,F-5,62755
8293,F-5,62756
8294,F-5,62760
8295,F-5,62762
8296,F-5,62763
8297,F-5,62777
8298,F-5,62778
8299,F-5,62783
8300,F-5,62787
8301,F-5,62792
8302,F-5,62795
8303,F-5,62799
8304,F-5,62801
8305,F-5,62804
8306,F-5,62821
8307,F-5,62822
8308,F-5,62828
8309,F-5,62841
8310,F-5,62842
8311,F-5,62843
8312,F-5,62847
8313,F-5,62848
8314,F-5,62853
8315,F-5,62855
8316,F-5,62861
8317,F-5,62868
8318,F-5,62873
8319,F-5,62874
8320,F-5,62880
8321,F-5,62882
8322,F-5,62888
8323,F-5,62892
8324,F-5,62894
8325,F-5,62895
8326,F-5,62905
8327,F-5,62916
8328,F-5,62921
8329,F-5,62926
8330,F-5,62930
8331,F-5,62935
8332,F-5,62943
8333,F-5,62946
8334,F-5,62948
8335,F-5,62959
8336,F-5,62960
8337,F-5,62962
8338,F-5,62969
8339,F-5,62971
8340,F-5,62987
8341,F-5,62989
8342,F-5,62990
8343,F-5,62998
8344,F-5,63002
8345,F-5,63007
8346,F-5,63020
8347,F-5,63025
8348,F-5,63029
8349,F-5,63030
8350,F-5,63031
8351,F-5,63033
8352,F-5,63036
8353,F-5,63037
8354,F-5,63044
8355,F-5,63046
8356,F-5,63052
8357,F-5,63053
8358,F-5,63057
8359,F-5,63066
8360,F-5,63072
8361,F-5,63082
8362,F-5,63083
8363,F-5,63085
8364,F-5,63092
8365,F-5,63100
8366,F-5,63104
8367,F-5,63106
8368,F-5,63110
8369,F-5,63114
8370,F-5,63117
8371,F-5,63118
8372,F-5,63119
8373,F-5,63121
8374,F-5,63122
8375,F-5,63133
8376,F-5,63139
8377,F-5,63163
8378,F-5,63169
8379,F-5,63170
8380,F-5,63181
8381,F-5,63187
8382,F-5,63193
8383,F-5,63195
8384,F-5,63196
8385,F-5,63197
8386,F-5,63202
8387,F-5,63203
8388,F-5,63230
8389,F-5,63231
8390,F-5,63233
8391,F-5,63238
8392,F-5,63246
8393,F-5,63252
8394,F-5,63256
8395,F-5,63258
8396,F-5,63260
8397,F-5,63271
8398,F-5,63278
8399,F-5,63283
8400,F-5,63290
8401,F-5,63295
8402,F-5,63297
8403,F-5,63304
8404,F-5,63310
8405,F-5,63322
8406,F-5,63325
8407,F-5,63327
8408,F-5,63330
8409,F-5,63334
8410,F-5,63338
8411,F-5,63342
8412,F-5,63348
8413,F-5,63354
8414,F-5,63364
8415,F-5,63366
8416,F-5,63370
8417,F-5,63371
8418,F-5,63372
8419,F-5,63378
8420,F-5,63394
8421,F-5,63398
8422,F-5,63401
8423,F-5,63402
8424,F-5,63405
8425,F-5,63412
8426,F-5,63422
8427,F-5,63427
8428,F-5,63428
8429,F-5,63435
8430,F-5,63440
8431,F-5,63441
8432,F-5,63443
8433,F-5,63449
8434,F-5,63471
8435,F-5,63474
8436,F-5,63475
8437,F-5,63479
8438,F-5,63486
8439,F-5,63489
8440,F-5,63492
8441,F-5,63498
8442,F-5,63499
8443,F-5,63501
8444,F-5,63502
8445,F-5,63506
8446,F-5,63510
8447,F-5,63523
8448,F-5,63525
8449,F-5,63526
8450,F-5,63529
8451,F-5,63530
8452,F-5,63531
8453,F-5,63532
8454,F-5,63533
8455,F-5,63544
8456,F-5,63550
8457,F-5,63557
8458,F-5,63558
8459,F-5,63563
8460,F-5,63567
8461,F-5,63570
8462,F-5,63573
8463,F-5,63584
8464,F-5,63591
8465,F-5,63594
8466,F-5,63595
8467,F-5,63597
8468,F-5,63598
8469,F-5,63603
8470,F-5,63608
8471,F-5,63611
8472,F-5,63612
8473,F-5,63617
8474,F-5,63624
8475,F-5,63625
8476,F-5,63631
8477,F-5,63637
8478,F-5,63640
8479,F-5,63646
8480,F-5,63652
8481,F-5,63654
8482,F-5,63656
8483,F-5,63666
8484,F-5,63671
8485,F-5,63673
8486,F-5,63677
8487,F-5,63681
8488,F-5,63687
8489,F-5,63689
8490,F-5,63691
8491,F-5,63697
8492,F-5,63698
8493,F-5,63708
8494,F-5,63714
8495,F-5,63716
8496,F-5,63717
8497,F-5,63723
8498,F-5,63744
8499,F-5,63747
8500,F-5,63748
8501,F-5,63749
8502,F-5,63753
8503,F-5,63754
8504,F-5,63759
8505,F-5,63762
8506,F-5,63766
8507,F-5,63770
8508,F-5,63773
8509,F-5,63782
8510,F-5,63791
8511,F-5,63800
8512,F-5,63813
8513,F-5,63817
8514,F-5,63823
8515,F-5,63824
8516,F-5,63829
8517,F-5,63830
8518,F-5,63832
8519,F-5,63839
8520,F-5,63846
8521,F-5,63851
8522,F-5,63862
8523,F-5,63865
8524,F-5,63867
8525,F-5,63868
8526,F-5,63877
8527,F-5,63880
8528,F-5,63885
8529,F-5,63888
8530,F-5,63898
8531,F-5,63913
8532,F-5,63914
8533,F-5,63915
8534,F-5,63916
8535,F-5,63917
8536,F-5,63920
8537,F-5,63925
8538,F-5,63936
8539,F-5,63938
8540,F-5,63943
8541,F-5,63945
8542,F-5,63946
8543,F-5,63947
8544,F-5,63948
8545,F-5,63950
8546,F-5,63954
8547,F-5,63955
8548,F-5,63956
8549,F-5,63957
8550,F-5,63965
8551,F-5,63973
8552,F-5,63977
8553,F-5,63981
8554,F-5,63983
8555,F-5,63987
8556,F-5,63988
8557,F-5,63991
8558,F-5,63992
8559,F-5,63996
8560,F-5,63999
8561,F-5,64002
8562,F-5,64005
8563,F-5,64006
8564,F-5,64009
8565,F-5,64015
8566,F-5,64018
8567,F-5,64022
8568,F-5,64029
8569,F-5,64031
8570,F-5,64034
8571,F-5,64043
8572,F-5,64046
8573,F-5,64051
8574,F-5,64056
8575,F-5,64061
8576,F-5,64066
8577,F-5,64070
8578,F-5,64078
8579,F-5,64087
8580,F-5,64099
8581,F-5,64104
8582,F-5,64105
8583,F-5,64113
8584,F-5,64116
8585,F-5,64118
8586,F-5,64120
8587,F-5,64124
8588,F-5,64128
8589,F-5,64129
8590,F-5,64132
8591,F-5,64133
8592,F-5,64145
8593,F-5,64160
8594,F-5,64173
8595,F-5,64176
8596,F-5,64183
8597,F-5,64184
8598,F-5,64191
8599,F-5,64198
8600,F-5,64201
8601,F-5,64202
8602,F-5,64205
8603,F-5,64208
8604,F-5,64212
8605,F-5,64221
8606,F-5,64228
8607,F-5,64240
8608,F-5,64243
8609,F-5,64244
8610,F-5,64245
8611,F-5,64263
8612,F-5,64264
8613,F-5,64267
8614,F-5,64268
8615,F-5,64270
8616,F-5,64277
8617,F-5,64297
8618,F-5,64314
8619,F-5,64322
8620,F-5,64328
8621,F-5,64335
8622,F-5,64336
8623,F-5,64346
8624,F-5,64357
8625,F-5,64359
8626,F-5,64360
8627,F-5,64365
8628,F-5,64369
8629,F-5,64374
8630,F-5,64379
8631,F-5,64383
8632,F-5,64388
8633,F-5,64389
8634,F-5,64394
8635,F-5,64397
8636,F-5,64402
8637,F-5,64404
8638,F-5,64408
8639,F-5,64412
8640,F-5,64421
8641,F-5,64422
8642,F-5,64424
8643,F-5,64428
8644,F-5,64430
8645,F-5,64431
8646,F-5,64433
8647,F-5,64438
8648,F-5,64440
8649,F-5,64442
8650,F-5,64454
8651,F-5,64476
8652,F-5,64479
8653,F-5,64480
8654,F-5,64482
8655,F-5,64487
8656,F-5,64489
8657,F-5,64492
8658,F-5,64494
8659,F-5,64503
8660,F-5,64509
8661,F-5,64510
8662,F-5,64529
8663,F-5,64532
8664,F-5,64540
8665,F-5,64546
8666,F-5,64551
8667,F-5,64555
8668,F-5,64563
8669,F-5,64566
8670,F-5,64575
8671,F-5,64576
8672,F-5,64585
8673,F-5,64588
8674,F-5,64593
8675,F-5,64595
8676,F-5,64597
8677,F-5,64598
8678,F-5,64612
8679,F-5,64619
8680,F-5,64632
8681,F-5,64653
8682,F-5,64654
8683,F-5,64659
8684,F-5,64661
8685,F-5,64666
8686,F-5,64670
8687,F-5,64671
8688,F-5,64672
8689,F-5,64675
8690,F-5,64679
8691,F-5,64681
8692,F-5,64682
8693,F-5,64683
8694,F-5,64686
8695,F-5,64696
8696,F-5,64697
8697,F-5,64724
8698,F-5,64726
8699,F-5,64733
8700,F-5,64737
8701,F-5,64741
8702,F-5,64750
8703,F-5,64752
8704,F-5,64761
8705,F-5,64762
8706,F-5,64764
8707,F-5,64770
8708,F-5,64776
8709,F-5,64778
8710,F-5,64787
8711,F-5,64789
8712,F-5,64798
8713,F-5,64799
8714,F-5,64801
8715,F-5,64805
8716,F-5,64819
8717,F-5,64820
8718,F-5,64825
8719,F-5,64828
8720,F-5,64829
8721,F-5,64834
8722,F-5,64835
8723,F-5,64837
8724,F-5,64840
8725,F-5,64843
8726,F-5,64848
8727,F-5,64855
8728,F-5,64856
8729,F-5,64868
8730,F-5,64873
8731,F-5,64874
8732,F-5,64880
8733,F-5,64885
8734,F-5,64887
8735,F-5,64891
8736,F-5,64896
8737,F-5,64898
8738,F-5,64900
8739,F-5,64902
8740,F-5,64903
8741,F-5,64909
8742,F-5,64915
8743,F-5,64916
8744,F-5,64922
8745,F-5,64935
8746,F-5,64936
8747,F-5,64942
8748,F-5,64944
8749,F-5,64951
8750,F-5,64957
8751,F-5,64962
8752,F-5,64965
8753,F-5,64972
8754,F-5,64974
8755,F-5,64975
8756,F-5,64992
8757,F-5,64997
8758,F-5,64998
8759,F-5,64999
8760,F-5,65002
8761,F-5,65003
8762,F-5,65012
8763,F-5,65014
8764,F-5,65024
8765,F-5,65030
8766,F-5,65033
8767,F-5,65037
8768,F-5,65041
8769,F-5,65043
8770,F-5,65049
8771,F-5,65051
8772,F-5,65054
8773,F-5,65064
8774,F-5,65066
8775,F-5,65076
8776,F-5,65077
8777,F-5,65085
8778,F-5,65090
8779,F-5,65095
8780,F-5,65096
8781,F-5,65097
8782,F-5,65105
8783,F-5,65108
8784,F-5,65112
8785,F-5,65118
8786,F-5,65123
8787,F-5,65124
8788,F-5,65125
8789,F-5,65130
8790,F-5,65135
8791,F-5,65141
8792,F-5,65144
8793,F-5,65146
8794,F-5,65150
8795,F-5,65153
8796,F-5,65161
8797,F-5,65166
8798,F-5,65168
8799,F-5,65187
8800,F-5,65189
8801,F-5,65191
8802,F-5,65202
8803,F-5,65210
8804,F-5,65223
8805,F-5,65224
8806,F-5,65227
8807,F-5,65232
8808,F-5,65233
8809,F-5,65234
8810,F-5,65235
8811,F-5,65239
8812,F-5,65240
8813,F-5,65249
8814,F-5,65260
8815,F-5,65261
8816,F-5,65268
8817,F-5,65270
8818,F-5,65277
8819,F-5,65278
8820,F-5,65286
8821,F-5,65295
8822,F-5,65296
8823,F-5,65298
8824,F-5,65302
8825,F-5,65310
8826,F-5,65329
8827,F-5,65332
8828,F-5,65336
8829,F-5,65339
8830,F-5,65345
8831,F-5,65349
8832,F-5,65369
8833,F-5,65373
8834,F-5,65380
8835,F-5,65399
8836,F-5,65415
8837,F-5,65426
8838,F-5,65429
8839,F-5,65433
8840,F-5,65441
8841,F-5,65444
8842,F-5,65449
8843,F-5,65451
8844,F-5,65452
8845,F-5,65455
8846,F-5,65457
8847,F-5,65458
8848,F-5,65461
8849,F-5,65462
8850,F-5,65464
8851,F-5,65469
8852,F-5,65472
8853,F-5,65476
8854,F-5,65477
8855,F-5,65482
8856,F-5,65490
8857,F-5,65495
8858,F-5,65501
8859,F-5,65516
8860,F-5,65521
8861,F-5,65523
8862,F-5,65524
8863,F-5,65526
8864,F-5,65537
8865,F-5,65542
8866,F-5,65543
8867,F-5,65553
8868,F-5,65554
8869,F-5,65558
8870,F-5,65563
8871,F-5,65567
8872,F-5,65569
8873,F-5,65570
8874,F-5,65572
8875,F-5,65574
8876,F-5,65575
8877,F-5,65579
8878,F-5,65580
8879,F-5,65581
8880,F-5,65590
8881,F-5,65594
8882,F-5,65599
8883,F-5,65613
8884,F-5,65614
8885,F-5,65617
8886,F-5,65626
8887,F-5,65627
8888,F-5,65633
8889,F-5,65637
8890,F-5,65652
8891,F-5,65663
8892,F-5,65672
